restaurant_name,rating,reviews_given,restaurant_location,cuisines,average_cost_for_two,order_category,city,restaurant_category,has_online_order,has_table_booking,num_cuisines
Kanua,4.4,898,Sarjapur Road,"Konkan, Mangalorean, Seafood",1400.0,Delivery,Sarjapur Road,Casual Dining,1,1,3
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,3.5,43,Sarjapur Road,Continental,500.0,Delivery,Sarjapur Road,Delivery,1,0,1
Delitz Creamvilla Cafe,3.9,77,Bellandur,"Cafe, Desserts, Ice Cream",600.0,Delivery,Sarjapur Road,Cafe,1,0,3
Lassi Cafe,3.8,45,HSR,"Beverages, Street Food, North Indian",300.0,Delivery,Sarjapur Road,Beverage Shop,1,0,3
Dad's Cookhouse,4.2,57,Sarjapur Road,"North Indian, Street Food, Chinese, Fast Food",300.0,Delivery,Sarjapur Road,Quick Bites,1,0,4
McDonald's,3.6,262,Bellandur,"Burger, Fast Food",500.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Abbabi Chicken,3.7,134,Bellandur,Fast Food,200.0,Delivery,Sarjapur Road,Quick Bites,0,0,1
Ritomi's Lov,3.7,49,Bellandur,North Indian,400.0,Delivery,Sarjapur Road,Quick Bites,1,0,1
Southinn,3.1,100,Sarjapur Road,"South Indian, Fast Food, Chinese, North Indian, Street Food",250.0,Delivery,Sarjapur Road,Quick Bites,1,0,5
Smoor,3.7,47,Bellandur,"Desserts, Beverages",900.0,Delivery,Sarjapur Road,Dessert Parlor,1,0,2
Sasu Maa Ki Rasoi,3.6,97,Sarjapur Road,"North Indian, Chinese",300.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Goli Vada Pav No. 1,3.4,86,Bellandur,Street Food,200.0,Delivery,Sarjapur Road,Quick Bites,1,0,1
Karachi Bakery,3.7,16,Sarjapur Road,"Bakery, Fast Food, Desserts",400.0,Delivery,Sarjapur Road,Bakery,1,0,3
Chai Point,0.0,0,Bellandur,"Tea, Beverages, Fast Food",250.0,Delivery,Sarjapur Road,Beverage Shop,1,0,3
Sweet Truth,3.8,36,Sarjapur Road,"Bakery, Desserts",500.0,Delivery,Sarjapur Road,Delivery,1,0,2
Melting Cakes,0.0,0,Sarjapur Road,Bakery,600.0,Delivery,Sarjapur Road,Bakery,0,0,1
Pizza Hut,3.1,150,Sarjapur Road,"Pizza, Fast Food",750.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Shekhawati Restaurant,3.7,66,Sarjapur Road,North Indian,300.0,Delivery,Sarjapur Road,Quick Bites,1,0,1
Ice Treat,3.8,44,HSR,"Juices, Ice Cream",200.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Grilliez,4.1,573,HSR,"Cafe, Arabian, Continental, Turkish, Fast Food, Burger, Beverages",600.0,Delivery,Sarjapur Road,Cafe,1,0,7
Anand Sweets And Savouries,4.2,281,Sarjapur Road,"Mithai, Fast Food",400.0,Delivery,Sarjapur Road,Sweet Shop,0,0,2
Punjabi Nawabi,4.1,1036,HSR,North Indian,500.0,Delivery,Sarjapur Road,Casual Dining,1,0,1
Phulke Ghar Ke,4.0,545,Bellandur,"North Indian, Chinese",300.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Mumbai Xpress,2.8,92,Bellandur,"Fast Food, Street Food",350.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Filmy Kitchen,3.7,182,Bellandur,"North Indian, South Indian, Italian, Chinese, Fast Food",400.0,Delivery,Sarjapur Road,Quick Bites,1,0,5
The Belgian Waffle Co.,4.1,130,HSR,"Desserts, Beverages",350.0,Delivery,Sarjapur Road,Dessert Parlor,1,0,2
Fusion Tadka,3.8,35,Bellandur,"North Indian, Chinese, Rajasthani",450.0,Delivery,Sarjapur Road,Delivery,1,0,3
@ The Bbq,3.8,32,Bellandur,"BBQ, Continental, North Indian, Chinese, Beverages",700.0,Delivery,Sarjapur Road,Casual Dining,1,1,5
Orchard Fresh,0.0,0,Sarjapur Road,Ice Cream,150.0,Delivery,Sarjapur Road,Dessert Parlor,1,0,1
Madurai Meenakshi Vilas,3.6,27,Bellandur,South Indian,300.0,Delivery,Sarjapur Road,Quick Bites,1,0,1
Rampyari Chaiwala Netaji Bhajiawala,3.1,26,Sarjapur Road,"Street Food, South Indian",150.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Coastal Fish Land,3.5,26,Bellandur,Mangalorean,700.0,Delivery,Sarjapur Road,Casual Dining,1,0,1
Karavali Naati Mane,3.1,40,Sarjapur Road,South Indian,350.0,Delivery,Sarjapur Road,Quick Bites,1,0,1
Chaai Resto,4.0,34,Sarjapur Road,"Cafe, Rolls, Fast Food",200.0,Delivery,Sarjapur Road,Cafe,1,0,3
The Punjabi,2.9,32,Bellandur,"North Indian, Mughlai, Biryani, Chinese",550.0,Delivery,Sarjapur Road,Casual Dining,1,0,4
Biruva's Biryani House,0.0,0,Sarjapur Road,"Biryani, North Indian, Chinese",200.0,Delivery,Sarjapur Road,Quick Bites,1,0,3
Spicy Paratha House,3.0,9,Marathahalli,"North Indian, Chinese",450.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
The Meal Story,4.1,262,Sarjapur Road,"North Indian, Street Food",700.0,Delivery,Sarjapur Road,Casual Dining,1,0,2
Cafe Coffee Day,2.9,27,Sarjapur Road,"Cafe, Fast Food",900.0,Delivery,Sarjapur Road,Cafe,1,0,2
The Modak,3.6,22,Bellandur,"North Indian, Street Food, Desserts, Chinese",400.0,Delivery,Sarjapur Road,Quick Bites,1,0,4
Delhi Restaurant,3.8,55,Marathahalli,"North Indian, Mughlai, Chinese",400.0,Delivery,Sarjapur Road,Quick Bites,1,0,3
Barbeque Delight,3.7,192,Sarjapur Road,"Arabian, Kerala, North Indian, Chinese, BBQ",800.0,Delivery,Sarjapur Road,Casual Dining,1,1,5
Basmati Restaurant,3.8,430,Bellandur,"Biryani, Andhra, North Indian, Chinese",900.0,Delivery,Sarjapur Road,Casual Dining,1,0,4
Empire Restaurant,3.7,2192,Bellandur,"North Indian, Mughlai, South Indian, Chinese",750.0,Delivery,Sarjapur Road,Casual Dining,1,0,4
Balle-Licious Kitchen,3.9,172,HSR,North Indian,400.0,Delivery,Sarjapur Road,Delivery,1,0,1
Chef Baker's,3.6,136,Bellandur,"Bakery, Fast Food, Pizza, Burger",600.0,Delivery,Sarjapur Road,Bakery,1,0,4
Melting Melodies,3.6,11,Bellandur,"Desserts, Bakery",300.0,Delivery,Sarjapur Road,Dessert Parlor,1,0,2
Hyderabad Biryaani House,3.7,833,Marathahalli,"Biryani, North Indian, Chinese",700.0,Delivery,Sarjapur Road,Casual Dining,1,0,3
Hyderabad Biryaani Home,3.0,137,South Bangalore,"North Indian, Hyderabadi, Chinese",650.0,Delivery,Sarjapur Road,Takeaway,1,0,3
Bearful,3.8,179,Sarjapur Road,"Continental, North Indian, Chinese, Pizza",1000.0,Delivery,Sarjapur Road,Casual Dining,1,0,4
Drunken Monkey,4.0,120,HSR,"Beverages, Fast Food",500.0,Delivery,Sarjapur Road,Beverage Shop,1,0,2
Desi Chulha,3.7,19,Sarjapur Road,North Indian,250.0,Delivery,Sarjapur Road,Quick Bites,1,0,1
Wow Kitchen Punjabi Taste,3.3,9,Sarjapur Road,North Indian,200.0,Delivery,Sarjapur Road,Quick Bites,1,0,1
Pop Hop,4.0,58,Bellandur,"Ice Cream, Desserts",300.0,Delivery,Sarjapur Road,Dessert Parlor,1,0,2
Venkataramana Nellore Mess,3.9,97,HSR,"Andhra, South Indian",300.0,Delivery,Sarjapur Road,Mess,1,0,2
Rajasthan Sweets,3.2,4,Sarjapur Road,Mithai,150.0,Delivery,Sarjapur Road,Sweet Shop,1,0,1
Ghar Ki Rasoi,3.7,50,Bellandur,North Indian,500.0,Delivery,Sarjapur Road,Casual Dining,1,0,1
Ice N Fries Cafe,3.8,45,Sarjapur Road,"Ice Cream, Fast Food, Burger, Pizza, Sandwich, Desserts, Beverages",200.0,Delivery,Sarjapur Road,Quick Bites,1,0,7
Badey Miyan Chote Miyan,0.0,0,Sarjapur Road,Biryani,300.0,Delivery,Sarjapur Road,Quick Bites,1,0,1
Just Yum,3.6,78,Sarjapur Road,"North Indian, Chinese",500.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Nutty Squirrel,3.8,72,Bellandur,"Ice Cream, Desserts",300.0,Delivery,Sarjapur Road,Kiosk,1,0,2
Cooking Mom,2.9,187,Bellandur,"North Indian, Andhra",800.0,Delivery,Sarjapur Road,Casual Dining,1,0,2
INDULGE by InnerChef,3.6,22,Sarjapur Road,"Desserts, Bakery",400.0,Delivery,Sarjapur Road,Bakery,1,0,2
Biriyani Bungalow,3.9,229,Sarjapur Road,"Biryani, North Indian, Chinese",800.0,Delivery,Sarjapur Road,Casual Dining,1,0,3
Absolute Shawarma,3.8,123,Marathahalli,Lebanese,150.0,Delivery,Sarjapur Road,Takeaway,1,0,1
Kitchen Boy,0.0,0,Sarjapur Road,"North Indian, Fast Food",300.0,Delivery,Sarjapur Road,Takeaway,0,0,2
Gusto's Pizza,2.9,289,Bellandur,"Pizza, Italian",500.0,Delivery,Sarjapur Road,Casual Dining,1,0,2
Artinci Artisanal Ice Cream,0.0,0,Marathahalli,"Ice Cream, Desserts",300.0,Delivery,Sarjapur Road,Dessert Parlor,1,0,2
Biryani Kitchen,4.0,218,Bellandur,Biryani,400.0,Delivery,Sarjapur Road,Quick Bites,1,0,1
Pepperwood,3.7,136,Sarjapur Road,"Biryani, Rolls",300.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Biriyani House,3.6,30,Bellandur,"Biryani, North Indian",400.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Tumbites,0.0,0,Bellandur,North Indian,200.0,Delivery,Sarjapur Road,Quick Bites,1,0,1
Lassi Shop,3.4,10,Sarjapur Road,"Beverages, Juices, Ice Cream, Sandwich",200.0,Delivery,Sarjapur Road,Beverage Shop,1,0,4
Onesta,4.4,3859,HSR,"Pizza, Cafe, Italian",600.0,Delivery,Sarjapur Road,Casual Dining,1,1,3
Wimpie Cafe & Restaurant,3.3,4,Bellandur,"North Indian, Mughlai, Biryani",600.0,Delivery,Sarjapur Road,Casual Dining,1,0,3
Cane Crussh,0.0,0,Sarjapur Road,Juices,100.0,Delivery,Sarjapur Road,Beverage Shop,0,0,1
Shudh,4.1,97,Sarjapur Road,North Indian,300.0,Delivery,Sarjapur Road,Delivery,1,0,1
Biryani Miya,3.7,53,Sarjapur Road,"Biryani, North Indian",600.0,Delivery,Sarjapur Road,Delivery,1,0,2
Mani's Dum Biryani,4.0,918,Bellandur,"Biryani, Andhra",750.0,Delivery,Sarjapur Road,Casual Dining,1,0,2
Pepper Grand.com,3.0,23,Sarjapur Road,North Indian,600.0,Delivery,Sarjapur Road,Casual Dining,1,0,1
Carlos Cake Cafe,3.8,83,Sarjapur Road,"Bakery, Desserts",300.0,Delivery,Sarjapur Road,Bakery,1,0,2
Oogway express,3.3,10,Bellandur,"Chinese, Thai, Momos",600.0,Delivery,Sarjapur Road,Casual Dining,1,0,3
Mighty Paws,4.0,138,Sarjapur Road,Cafe,500.0,Delivery,Sarjapur Road,Cafe,1,0,1
Cake Dilim,3.6,28,Sarjapur Road,"Bakery, Desserts",400.0,Delivery,Sarjapur Road,Bakery,1,0,2
Ustaad Biryani,3.2,6,Bellandur,Biryani,250.0,Delivery,Sarjapur Road,Delivery,1,0,1
Frozen Bottle,3.6,15,Sarjapur Road,"Beverages, Desserts, Ice Cream",400.0,Delivery,Sarjapur Road,Beverage Shop,1,0,3
California Burrito,3.9,88,Sarjapur Road,"Mexican, Fast Food",400.0,Delivery,Sarjapur Road,Quick Bites,0,0,2
Jashn,3.7,132,Marathahalli,North Indian,750.0,Delivery,Sarjapur Road,Casual Dining,1,0,1
T.A.K - That Affordable Kitchen,3.2,4,HSR,"Continental, North Indian",400.0,Delivery,Sarjapur Road,Takeaway,1,0,2
Punjabi Food Point,3.3,200,Bellandur,"North Indian, Mughlai, Biryani, Chinese",450.0,Delivery,Sarjapur Road,Quick Bites,1,0,4
Bombay Kulfi,0.0,0,Sarjapur Road,Ice Cream,200.0,Delivery,Sarjapur Road,Dessert Parlor,1,0,1
Punjabi Tadka,2.8,191,HSR,"North Indian, Chinese",400.0,Delivery,Sarjapur Road,Casual Dining,1,0,2
Half & Half Food Box,3.0,15,Bellandur,"North Indian, Chinese, Biryani",500.0,Delivery,Sarjapur Road,Quick Bites,0,0,3
Food Treat,3.3,12,Bellandur,"North Indian, South Indian",300.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
The Punjabi Rasoi,3.8,206,Sarjapur Road,North Indian,800.0,Delivery,Sarjapur Road,Casual Dining,1,1,1
YUNCHI,3.3,4,HSR,"Asian, Chinese",300.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Baskin Robbins,3.7,48,Bellandur,"Ice Cream, Desserts",250.0,Delivery,Sarjapur Road,Dessert Parlor,1,0,2
Atithi Family Bar & Restaurant,3.6,31,Bellandur,"North Indian, South Indian, Andhra",500.0,Delivery,Sarjapur Road,Casual Dining,1,0,3
Angiie's Cafe,3.7,30,Sarjapur Road,"Burger, Fast Food",450.0,Delivery,Sarjapur Road,Quick Bites,0,0,2
Muscat Restaurant,3.0,48,Marathahalli,"North Indian, Chinese",400.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Rajtilak Sweets,2.7,21,Sarjapur Road,"Street Food, Fast Food, Mithai",250.0,Delivery,Sarjapur Road,Quick Bites,1,0,3
Mealer.in,3.9,434,Sarjapur Road,"North Indian, Biryani",450.0,Delivery,Sarjapur Road,Delivery,1,0,2
The Chocolate Heaven - Cakes,0.0,0,Bellandur,"Desserts, Bakery, Beverages",600.0,Delivery,Sarjapur Road,Dessert Parlor,1,0,3
Cake Delights,3.6,26,Sarjapur Road,"Bakery, Desserts",500.0,Delivery,Sarjapur Road,Bakery,1,0,2
Ambur Dum Biriyani,3.3,13,Bellandur,Biryani,200.0,Delivery,Sarjapur Road,Quick Bites,1,0,1
Lassi Shack,3.7,35,Sarjapur Road,"Beverages, Ice Cream",200.0,Delivery,Sarjapur Road,Beverage Shop,1,0,2
Smoke - The Sizzler House,3.3,4,Bellandur,"Continental, Chinese, Thai, BBQ, Steak",900.0,Delivery,Sarjapur Road,Casual Dining,0,0,5
Soul Treat,4.3,273,Sarjapur Road,"Bakery, Desserts, Healthy Food",750.0,Delivery,Sarjapur Road,Bakery,1,0,3
Kadala Teera,3.8,51,Sarjapur Road,"Seafood, Mangalorean",600.0,Delivery,Sarjapur Road,Casual Dining,1,0,2
Sri Vishnu Garden Family Bar & Restaurant,0.0,0,Sarjapur Road,"North Indian, South Indian, Chinese, Hyderabadi",700.0,Delivery,Sarjapur Road,Bar,1,0,4
Rural Blues,4.3,1499,Sarjapur Road,"European, Mediterranean, Asian, North Indian, South Indian, Momos",1300.0,Delivery,Sarjapur Road,Casual Dining,1,1,6
Second Wife Cafe,3.7,61,HSR,"Arabian, North Indian",400.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Paratha's Kitchen,2.8,33,Bellandur,"North Indian, South Indian",200.0,Delivery,Sarjapur Road,Unknown,1,0,2
The Fisherman's Wharf,4.3,4139,Sarjapur Road,"Seafood, Goan, North Indian, Continental, Asian",1400.0,Delivery,Sarjapur Road,Casual Dining,1,1,5
Maia - Eat | Bake | Mom,4.2,1034,Bellandur,"Continental, North Indian, Beverages",1200.0,Delivery,Sarjapur Road,Casual Dining,1,1,3
Meghana Biryani,2.3,240,Bellandur,North Indian,800.0,Delivery,Sarjapur Road,Casual Dining,1,0,1
The Hidden Home,4.2,1060,Sarjapur Road,"Asian, Chinese, Continental, North Indian, South Indian",1300.0,Delivery,Sarjapur Road,Casual Dining,1,1,5
Byg Brewski Brewing Company,4.9,16832,Sarjapur Road,"Continental, North Indian, Italian, South Indian, Finger Food",1600.0,Delivery,Sarjapur Road,Microbrewery,1,1,5
Chili's American Grill & Bar,4.6,1534,Bellandur,"American, Tex-Mex, Burger, BBQ",1800.0,Delivery,Sarjapur Road,Casual Dining,1,1,4
Hyderabadi Zaiqa,3.1,44,Bellandur,"Hyderabadi, North Indian, Biryani",700.0,Delivery,Sarjapur Road,Casual Dining,1,0,3
RRoyal Rajasthan,4.2,774,Sarjapur Road,"Rajasthani, North Indian",500.0,Delivery,Sarjapur Road,Casual Dining,1,0,2
Thanco's Natural Ice Cream,3.9,103,HSR,"Ice Cream, Desserts",450.0,Delivery,Sarjapur Road,Dessert Parlor,1,0,2
Momo Rice Noodles,3.5,70,Sarjapur Road,"Chinese, Momos",600.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Keerthi Restaurant,3.3,11,Sarjapur Road,"North Indian, Chinese",300.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Curry Flavours,3.6,61,Sarjapur Road,"South Indian, North Indian, Chinese",400.0,Delivery,Sarjapur Road,Casual Dining,1,0,3
Inhouse Burger,4.0,176,Marathahalli,Fast Food,400.0,Delivery,Sarjapur Road,Quick Bites,1,0,1
Manchow,3.8,165,Bellandur,"Chinese, Asian, Momos",600.0,Delivery,Sarjapur Road,Casual Dining,1,1,3
Andhra Vilaas,3.7,52,Sarjapur Road,"Andhra, North Indian, Biryani",350.0,Delivery,Sarjapur Road,Quick Bites,1,0,3
Bangaliana,3.7,311,HSR,Bengali,600.0,Delivery,Sarjapur Road,Casual Dining,1,0,1
La Casa Brewery And Kitchen,4.4,1476,Sarjapur Road,"Finger Food, Continental, Seafood",1500.0,Delivery,Sarjapur Road,Microbrewery,1,1,3
Cafe Mondo,3.6,489,HSR,"Cafe, Italian, Pizza, Chinese",700.0,Delivery,Sarjapur Road,Cafe,1,0,4
Zoey's,4.3,901,Sarjapur Road,"Fast Food, Italian, Continental",600.0,Delivery,Sarjapur Road,Quick Bites,1,0,3
Soup'ermanz Kitchen,4.1,446,HSR,"Cafe, Continental, Burger",800.0,Delivery,Sarjapur Road,Cafe,1,0,3
MAP- My Appetite Place,3.8,30,HSR,"North Indian, Italian, Chinese",600.0,Delivery,Sarjapur Road,Takeaway,1,0,3
THE RIG,4.3,1764,Sarjapur Road,"Continental, Finger Food, Pizza",1500.0,Delivery,Sarjapur Road,Microbrewery,0,1,3
Flying Cakes,3.1,16,Sarjapur Road,"Bakery, Desserts",500.0,Delivery,Sarjapur Road,Bakery,1,0,2
Petoo,0.0,0,Sarjapur Road,"North Indian, Fast Food",450.0,Delivery,Sarjapur Road,Quick Bites,0,0,2
Al Khansah,3.9,373,Bellandur,"North Indian, Mughlai, Biryani, Chinese",600.0,Delivery,Sarjapur Road,Casual Dining,1,0,4
The Kebab House,4.2,51,Bellandur,"Kebab, Biryani",250.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Daniyal's,3.6,8,Sarjapur Road,"North Indian, Biryani, Mughlai, Kebab",800.0,Delivery,Sarjapur Road,Takeaway,1,0,4
Float,4.4,3133,Marathahalli,"North Indian, Japanese",1500.0,Delivery,Sarjapur Road,Casual Dining,1,1,2
The Vape,4.0,672,HSR,"Asian, Beverages",800.0,Delivery,Sarjapur Road,Casual Dining,1,0,2
Karavali Kitchen,3.1,85,Sarjapur Road,"Mangalorean, North Indian, Chinese",400.0,Delivery,Sarjapur Road,Quick Bites,1,0,3
Indy Palate,3.3,16,Bellandur,"Continental, Biryani, Italian, North Indian, Chinese",250.0,Delivery,Sarjapur Road,Quick Bites,1,0,5
Mango Tree Grand,3.8,116,Bellandur,"Andhra, North Indian",700.0,Delivery,Sarjapur Road,Quick Bites,0,0,2
Beijing Bites,4.0,411,HSR,"Chinese, Thai",850.0,Delivery,Sarjapur Road,Casual Dining,1,0,2
AKSHAYA BIRYANI,3.6,22,Sarjapur Road,"Biryani, North Indian",300.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Lungees Foods,3.7,162,Sarjapur Road,Kerala,500.0,Delivery,Sarjapur Road,Casual Dining,1,0,1
Tarbouche,3.5,22,Sarjapur Road,Turkish,300.0,Delivery,Sarjapur Road,Kiosk,1,0,1
Bombay Brasserie,4.3,588,Bellandur,Modern Indian,1800.0,Delivery,Sarjapur Road,Casual Dining,1,0,1
Cold Smith Ice Creams,3.9,43,Sarjapur Road,"Ice Cream, Desserts",450.0,Delivery,Sarjapur Road,Dessert Parlor,1,0,2
Keerthi Restaurant Andhra Style,3.3,11,Marathahalli,Andhra,300.0,Delivery,Sarjapur Road,Quick Bites,1,0,1
Theeram Restaurant,3.8,46,Sarjapur Road,"North Indian, Kerala",400.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Punjabi Handi,2.9,19,HSR,"North Indian, Chinese",400.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Wangs Kitchen,2.4,438,HSR,Chinese,1000.0,Delivery,Sarjapur Road,Casual Dining,1,0,1
Kidilum,3.6,32,Marathahalli,"North Indian, Chinese, Kerala",450.0,Delivery,Sarjapur Road,Casual Dining,1,0,3
Tanoor Tandoori,0.0,0,Bellandur,"North Indian, Mughlai, Chinese, Kebab, Biryani",550.0,Delivery,Sarjapur Road,Delivery,1,0,5
Myrasoiya.com,3.4,20,Sarjapur Road,North Indian,350.0,Delivery,Sarjapur Road,Delivery,1,0,1
Punjabi Times,4.1,1696,Bellandur,North Indian,1100.0,Delivery,Sarjapur Road,Casual Dining,1,1,1
Stoner,4.3,591,Sarjapur Road,"Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500.0,Delivery,Sarjapur Road,Dessert Parlor,1,0,6
Vandana Andhra and Multi Cuisine,4.1,491,Sarjapur Road,"Andhra, Hyderabadi, Biryani, Chinese, North Indian",900.0,Delivery,Sarjapur Road,Casual Dining,1,1,5
American Bites,2.9,7,Marathahalli,"Pizza, American, Fast Food, Seafood",600.0,Delivery,Sarjapur Road,Quick Bites,1,0,4
Little Italy,4.3,733,Sarjapur Road,"Italian, Pizza",1500.0,Delivery,Sarjapur Road,Casual Dining,1,1,2
Birbal Darbar,4.1,317,Sarjapur Road,"North Indian, Chinese, Biryani",600.0,Delivery,Sarjapur Road,Casual Dining,0,0,3
Ella's Petscape Cafe,4.0,19,Sarjapur Road,"Cafe, Fast Food, Sandwich, Pizza",700.0,Delivery,Sarjapur Road,Cafe,0,0,4
Kabab Magic,3.0,321,Sarjapur Road,"North Indian, Kebab, Fast Food",500.0,Delivery,Sarjapur Road,Quick Bites,1,0,3
Moti Mahal Delux,4.0,577,HSR,"North Indian, Mughlai",1000.0,Delivery,Sarjapur Road,Casual Dining,1,1,2
Pita Pit,3.7,21,Bellandur,"Healthy Food, Salad",600.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Milkyway Ice Creams,3.7,25,Bellandur,"Ice Cream, Fast Food",300.0,Delivery,Sarjapur Road,Food Court,1,0,2
Annapurna Foods,3.5,13,Bellandur,"North Indian, Chinese, Hyderabadi, Biryani",600.0,Delivery,Sarjapur Road,Casual Dining,1,0,4
Appetite Workstation,3.6,18,Sarjapur Road,"North Indian, Chinese, Biryani",500.0,Delivery,Sarjapur Road,Quick Bites,1,0,3
Foodbell,0.0,0,Sarjapur Road,"North Indian, Chinese, Biryani",300.0,Delivery,Sarjapur Road,Takeaway,1,0,3
Mira's Ranna-Ghor,3.6,15,Sarjapur Road,Bengali,250.0,Delivery,Sarjapur Road,Delivery,0,0,1
Park N Eat,3.7,18,Marathahalli,"Chinese, North Indian",300.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Supreme Biryani,3.3,18,South Bangalore,Biryani,500.0,Delivery,Sarjapur Road,Delivery,1,0,1
Shahi Zaikha,3.4,9,Sarjapur Road,"Chinese, North Indian, Mughlai",300.0,Delivery,Sarjapur Road,Quick Bites,1,0,3
Hotel Narmada,3.5,12,Sarjapur Road,"Hyderabadi, Biryani, Andhra",500.0,Delivery,Sarjapur Road,Quick Bites,1,0,3
Parathe Ghar Ke,3.2,4,Bellandur,North Indian,300.0,Delivery,Sarjapur Road,Quick Bites,1,0,1
Rasoiya,3.5,43,Sarjapur Road,"North Indian, Chinese, Momos",450.0,Delivery,Sarjapur Road,Delivery,1,0,3
Via Milano,4.6,142,Sarjapur Road,"Salad, Italian, Desserts, Pizza",1500.0,Delivery,Sarjapur Road,Casual Dining,0,1,4
Stoned Monkey,3.9,234,HSR,"Desserts, Ice Cream",500.0,Delivery,Sarjapur Road,Dessert Parlor,1,0,2
Apna Veg Dhaba,3.1,35,Bellandur,"North Indian, Chinese",550.0,Delivery,Sarjapur Road,Casual Dining,1,0,2
Zeeshan,2.6,156,Sarjapur Road,"North Indian, Kebab, Biryani, Rolls",700.0,Delivery,Sarjapur Road,Casual Dining,1,0,4
Dhaba Shaba,3.4,61,Sarjapur Road,"North Indian, Fast Food",250.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Azura Restaurant,2.8,98,Bellandur,"North Indian, Mughlai, Chinese, Arabian, Kerala",500.0,Delivery,Sarjapur Road,Casual Dining,1,0,5
Freshies Gourmet Salads,3.1,32,Bellandur,"Salad, Healthy Food",350.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Cafe Thulp,4.0,348,Bellandur,"Cafe, Burger, Italian, Salad",1000.0,Delivery,Sarjapur Road,Cafe,1,1,4
Mughal Treat,3.6,116,Sarjapur Road,"Mughlai, North Indian, Chinese",700.0,Delivery,Sarjapur Road,Casual Dining,1,0,3
Ghar Ka Chulha,3.1,117,Sarjapur Road,"North Indian, Chinese",550.0,Delivery,Sarjapur Road,Casual Dining,1,0,2
Baithak,4.2,1385,HSR,"Continental, North Indian, Mughlai",1100.0,Delivery,Sarjapur Road,Casual Dining,0,0,3
Yummy,3.0,24,Sarjapur Road,"Biryani, North Indian, Chinese, Kerala",400.0,Delivery,Sarjapur Road,Quick Bites,0,0,4
Chung Wah,2.9,30,Marathahalli,"Chinese, Momos, Vietnamese, Thai",500.0,Delivery,Sarjapur Road,Delivery,1,0,4
Samaroh,4.0,248,Bellandur,North Indian,1200.0,Delivery,Sarjapur Road,Casual Dining,0,0,1
Pizza Stop,3.2,44,Sarjapur Road,"Pizza, Italian",600.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
NH-1,3.8,380,Bellandur,North Indian,600.0,Delivery,Sarjapur Road,Delivery,1,0,1
Le Charcoal Xpress,3.8,70,Sarjapur Road,"Arabian, Lebanese, Chinese, Rolls, North Indian",500.0,Delivery,Sarjapur Road,Quick Bites,1,0,5
Sharaab Factory,3.9,406,Bellandur,"Biryani, North Indian",1500.0,Delivery,Sarjapur Road,Bar,1,1,2
Kabab World,3.0,25,Sarjapur Road,"North Indian, Chinese",500.0,Delivery,Sarjapur Road,Quick Bites,0,0,2
Good Food Kitchen,3.4,7,Sarjapur Road,North Indian,400.0,Delivery,Sarjapur Road,Delivery,0,0,1
Biryani House,3.5,12,Bellandur,"Andhra, Biryani, Chinese, North Indian",600.0,Delivery,Sarjapur Road,Casual Dining,0,0,4
Matinee Bar & Kitchen,4.2,345,Marathahalli,"BBQ, Continental, North Indian, Pizza, European",1700.0,Delivery,Sarjapur Road,Casual Dining,1,1,5
Amruth Parkland,3.5,54,Sarjapur Road,"North Indian, Chinese",900.0,Delivery,Sarjapur Road,Bar,0,0,2
Foodies Hub,3.1,8,Sarjapur Road,"North Indian, South Indian, Seafood",500.0,Delivery,Sarjapur Road,Quick Bites,1,0,3
Nanda's,3.3,215,Sarjapur Road,"North Indian, Chinese, Andhra",600.0,Delivery,Sarjapur Road,Casual Dining,1,0,3
Dessi Cuppa,3.7,36,HSR,"Beverages, Fast Food",250.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
